Annual Fees,Originator,Years in Business,1/Years,Credit score,Property Ownership,SIC Code,Industry Category,Industry Subcategory,Num Credit Inquiries,Active Credit Lines,Active Credit Available,Active Credit Balance,Utilitization Percent,Past Due Total Balance,Avg Monthly Payment,Active #30Days,Active #60Days,Active #90Days,Num Charged Off,Credit Bal of Charge Offs,Past Due of Charge Offs,Percent Active Current,Active Percent Revolving,Ever Bankrupt?,Num of Bankruptcies,Time Since Bankruptcy,Num of Child Supports,Num of Closed Judgments,Num of Closed Tax Liens,Amt Past Judgments,Population of Zip Code,White Population,Black Population,Hispanic Population,Asian Population,Hawaiian Population,Indian Population,Other Population,Male Population,Female Population,Households in Zip Code,Persons Per Household,Average House Value,Income Per Household,Median Age,Median Age Male,Median Age Female,State,TimeZone,Metropolitan Statistical Area,Region,Division,Employment,First Quarter Payroll (000),Annual Payroll (000),Avg Annual Salary 
"$3,800 ",C,11,0.083333333,552,Lease,55310000,Retail - Automotive Dealers & Gas Stations,Automotive supplies,3,4,"$1,500 ","$383,254 ",99.61,"$7,987 ","$3,745 ",2,1,0,0,,,0.5,0.00361904,yes,1,10.8090955,0,0,0,0,34594,28112,2300,2158,1838,14,248,1173,16956,17638,15419,2.25,"$128,600 ","$45,598 ",37.1,35.2,39.1,MN,6,"Minneapolis-St. Paul, MN-WI MSA",Midwest,West North Central,15935,"$178,951 ","$787,387 ","$49,412 "
"$3,360 ",A,6,0.142857143,616,Lease,57340000,"Retail - Furniture, Furnishings & Appliances",Computers & software,1,17,"$22,550 ","$23,127 ",50.63,$185 ,$597 ,0,0,0,0,,,0.94117647,0.99376748,no,0,,0,0,0,0,59653,48587,3047,8599,1826,41,125,4532,28893,30760,25607,2.43,"$94,900 ","$38,738 ",38.1,36.7,39.4,PA,5,"Allentown-Bethlehem-Easton, PA MSA",Northeast,Middle Atlantic,29408,"$264,670 ","$1,133,141 ","$38,532 "
"$3,120 ",B,8,0.111111111,575,Lease,72310000,Services - Personal,Beauty shops,18,12,"$24,800 ","$356,404 ",93.49,"$1,081 ","$3,390 ",0,0,0,0,,,0.83333333,0.06670582,no,0,,0,0,0,0,39920,2700,35891,512,317,13,113,199,17947,21973,16095,2.63,"$129,900 ","$47,663 ",32,30,33.6,MD,5,"Washington-Baltimore, DC-MD-VA-WV CMSA",South,South Atlantic,7764,"$52,990 ","$230,115 ","$29,639 "
"$3,820 ",C,32,0.03030303,599,Lease,79910103,Services - Amusement & Recreation,Spas,1,12,"$30,600 ","$344,742 ",91.85,$0 ,"$6,237 ",7,0,0,0,,,1,0.15327158,no,0,,0,0,0,0,9245,6849,545,520,507,64,516,171,4656,4589,4000,2.43,"$137,000 ","$52,171 ",32.8,32.8,32.9,AK,9,"Anchorage, AK MSA",West,Pacific,12448,"$138,234 ","$626,304 ","$50,314 "
"$3,250 ",B,5,0.166666667,638,Lease,54110000,Retail - Food Stores,Groceries,3,17,"$56,400 ","$656,491 ",92.09,$0 ,"$3,766 ",0,0,0,0,,,1,0.05135979,no,0,,0,0,0,0,54912,20045,8743,15909,12882,31,281,8451,27773,27139,21333,2.64,"$117,700 ","$34,808 ",32.9,32,34.1,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,20043,"$171,013 ","$628,157 ","$31,340 "
"$3,060 ",B,5,0.166666667,601,Lease,58120500,Services - Eating and Drinking,Family restaurants,1,6,"$3,250 ","$116,915 ",97.3,"$1,210 ","$2,267 ",5,0,0,0,,,0.5,0.01645116,yes,1,23.4094066,0,0,0,0,27261,24707,1738,626,197,8,90,303,13310,13951,10832,2.6,"$89,800 ","$46,482 ",32.9,31.6,34.2,MS,6,"Memphis, TN-AR-MS MSA",South,East South Central,11209,"$64,613 ","$279,979 ","$24,978 "
"$3,320 ",A,1,0.5,596,Lease,58120500,Services - Eating and Drinking,Family restaurants,8,11,"$30,500 ","$453,737 ",93.7,$748 ,"$5,337 ",4,0,0,0,,,0.90909091,0.06117027,no,0,,0,0,0,0,50783,42015,3091,8045,1613,40,172,2357,24958,25825,23204,2.25,"$109,300 ","$40,199 ",34.2,31.6,36.9,FL,5,"Orlando, FL MSA",South,South Atlantic,18044,"$124,312 ","$521,723 ","$28,914 "
"$2,160 ",B,77,0.012820513,484,Own,76991100,Services - Miscellaneous Repair,Lock & key services,16,18,"$24,700 ","$1,146,505 ",97.89,"$4,733 ","$10,094 ",4,0,0,0,,,0.72222222,0.0262204,no,0,,0,0,0,0,41697,15992,1168,25445,6171,50,414,14753,21165,20532,14093,3,"$217,400 ","$22,043 ",31.2,30.1,32.5,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,4287,"$25,220 ","$97,034 ","$22,634 "
"$2,140 ",A,1,0.5,498,Own,41210000,Services - Transportation & Storage,Taxicab & limo service,11,7,"$2,650 ","$3,366 ",55.95,$915 ,$194 ,3,0,0,0,,,0.71428571,0.80525,no,0,,0,0,0,0,28689,27118,266,969,921,4,16,145,14008,14681,9895,2.96,"$230,500 ","$80,284 ",37.9,37.1,38.6,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,10269,"$203,712 ","$609,586 ","$59,362 "
"$3,990 ",B,4,0.2,647,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,4,13,"$39,320 ","$901,317 ",95.82,$0 ,"$6,498 ",0,0,0,0,,,1,0.0353552,no,0,,0,0,0,0,79717,34371,2973,54782,4167,270,1102,32976,40766,38951,21794,3.7,"$197,900 ","$46,175 ",28.9,28.2,29.6,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,31492,"$252,429 ","$1,100,980 ","$34,961 "
"$2,940 ",B,4,0.2,477,Lease,59991100,Retail - Others,Pets & pet supplies,2,4,"$11,500 ","$19,603 ",63.03,"$2,484 ",$847 ,5,1,4,0,,,0.5,0.73687145,no,0,,0,0,0,0,41697,15992,1168,25445,6171,50,414,14753,21165,20532,14093,3,"$217,400 ","$22,043 ",31.2,30.1,32.5,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,4287,"$25,220 ","$97,034 ","$22,634 "
"$3,000 ",C,4,0.2,610,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,0,12,"$41,660 ","$161,459 ",79.49,$202 ,"$2,084 ",4,0,0,0,,,0.91666667,0.14458848,no,0,,0,0,0,0,36200,31342,153,6117,552,40,401,3030,17880,18320,14918,2.64,"$92,500 ","$37,435 ",34.1,32.9,35.3,AR,6,"Fayetteville-Springdale-Rogers, AR MSA",South,West South Central,18068,"$119,549 ","$489,222 ","$27,077 "
"$2,610 ",A,10,0.090909091,563,Lease,79910000,Services - Amusement & Recreation,Gyms,4,5,"$12,400 ","$77,225 ",86.16,"$1,235 ","$1,698 ",24,10,8,0,,,0.4,0.02155183,no,0,,0,0,0,0,39519,33262,182,36082,328,3,165,4744,19179,20340,11931,3.39,"$88,000 ","$34,122 ",28.6,27.3,30,TX,6,"Laredo, TX MSA",South,West South Central,23972,"$128,944 ","$551,175 ","$22,992 "
"$1,520 ",B,7,0.125,513,Own,54990200,Retail - Food Stores,"Beverage stores, non-alcoholic",6,14,"$17,653 ","$152,865 ",89.65,"$15,709 ","$1,145 ",5,3,7,0,,,0.57142857,0.13611624,no,0,,0,0,0,0,358,351,1,0,0,0,0,0,163,195,152,2.5,"$49,400 ","$26,484 ",40.3,38.6,41.8,OH,5,,Midwest,East North Central,13,$21 ,$50 ,"$3,846 "
"$3,190 ",B,5,0.166666667,695,Lease,50990500,Wholesale,Video & audio equipment,2,16,"$184,700 ","$610,753 ",76.78,$0 ,"$4,797 ",0,0,0,0,,,1,0.06024094,no,0,,0,0,0,0,46624,23008,756,32695,2882,102,451,17024,23685,22939,12204,3.9,"$161,400 ","$41,322 ",29,28.3,29.7,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,20754,"$169,982 ","$702,016 ","$33,826 "
"$3,550 ",A,7,0.125,513,Lease,56110000,Retail - Clothes & Accessories,Men's clothing,12,8,"$4,300 ","$177,134 ",97.63,$654 ,"$2,559 ",18,6,9,0,,,0.75,0.03584366,no,0,,0,0,1,0,15134,4485,728,12193,1432,6,214,7430,7914,7220,5339,2.96,"$205,600 ","$18,533 ",27.8,27.8,27.9,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,31819,"$237,419 ","$949,894 ","$29,853 "
"$2,260 ",B,3,0.25,569,Lease,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,8,9,"$3,000 ","$119,967 ",97.56,$343 ,"$2,949 ",4,7,8,0,,,0.77777778,0.02506667,no,0,,0,0,0,0,21072,14479,4667,2193,253,16,80,757,10360,10712,10213,2.22,"$91,600 ","$29,875 ",37.6,35.9,39.7,FL,5,"Fort Myers-Cape Coral, FL MSA",South,South Atlantic,23854,"$184,681 ","$762,797 ","$31,978 "
"$4,230 ",A,6,0.142857143,551,Lease,59990900,Retail - Others,Medical apparatus & supplies,8,19,"$9,879 ","$20,104 ",67.05,$0 ,"$1,086 ",21,9,5,0,,,1,0.49886816,no,0,,0,0,0,0,17805,15428,1108,1404,500,3,41,414,8744,9061,5888,3.06,"$223,400 ","$85,227 ",37.3,36.3,38.1,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,3023,"$25,383 ","$114,672 ","$37,933 "
"$2,630 ",B,10,0.090909091,534,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,4,10,"$30,200 ","$45,796 ",60.26,$941 ,"$1,461 ",6,5,0,0,,,0.5,0.68683545,no,0,,0,0,0,0,31917,27947,267,4069,527,47,196,1863,15851,16066,12626,2.53,"$343,700 ","$56,934 ",38.4,36.9,39.8,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,11218,"$83,375 ","$363,998 ","$32,448 "
"$3,040 ",B,2,0.333333333,546,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,2,9,"$6,015 ","$34,614 ",85.2,$941 ,$616 ,0,0,0,0,,,0.88888889,0.16581263,no,0,,0,0,0,0,26031,24396,667,607,319,7,71,212,12733,13298,10249,2.62,"$148,600 ","$55,456 ",33.8,33.1,34.6,WI,6,"Madison, WI MSA",Midwest,East North Central,8872,"$64,344 ","$263,491 ","$29,699 "
"$3,180 ",C,16,0.058823529,685,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,0,3,"$1,250 ","$2,835 ",69.4,$0 ,$120 ,0,0,0,0,,,1,1,no,0,,0,0,2,0,24727,15735,6803,834,1232,9,65,451,12280,12447,14435,1.82,"$122,900 ","$30,256 ",35.3,34.2,36.8,TN,6,"Memphis, TN-AR-MS MSA",South,East South Central,21960,"$182,220 ","$760,829 ","$34,646 "
"$3,160 ",A,14,0.066666667,619,Lease,75340000,Services - Auto Repair & Maintenance,Tire retreading & repair shops,8,14,"$25,710 ","$79,435 ",75.55,$0 ,"$2,512 ",14,1,0,0,,,1,0.27628381,no,0,,0,0,1,0,63228,5401,1005,3948,38987,5798,107,557,31607,31621,18194,3.58,"$260,300 ","$60,395 ",34.1,33.4,34.8,HI,10,"Honolulu, HI MSA",West,Pacific,12366,"$80,931 ","$346,568 ","$28,026 "
"$3,210 ",B,1,0.5,552,Lease,58120500,Services - Eating and Drinking,Family restaurants,3,6,"$24,160 ","$22,018 ",47.68,$97 ,$732 ,15,2,0,0,,,0.83333333,1,no,0,,0,0,0,0,65440,8461,51987,5450,371,25,171,2347,28977,36463,24243,2.85,"$223,300 ","$26,366 ",30,26.2,32.7,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,5287,"$75,606 ","$301,508 ","$57,028 "
"$2,750 ",B,13,0.071428571,541,Lease,75420000,Services - Auto Repair & Maintenance,Carwashes,7,11,"$28,500 ","$133,330 ",82.39,"$18,343 ","$1,094 ",2,1,1,0,,,0.36363636,0.00754519,no,0,,0,0,0,0,46499,33044,4508,17109,257,42,253,7023,22740,23759,17664,2.91,"$63,800 ","$39,735 ",31.4,30.6,32.2,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,14957,"$157,972 ","$638,211 ","$42,670 "
"$2,490 ",B,8,0.111111111,601,Lease,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,9,18,"$79,602 ","$437,748 ",84.61,$0 ,"$4,892 ",14,0,0,0,,,1,0.1781472,no,0,,0,0,2,0,21172,19976,362,344,353,12,48,134,10210,10962,8720,2.34,"$135,000 ","$40,402 ",35.5,33.1,37.4,ME,5,,Northeast,New England,11237,"$68,666 ","$298,887 ","$26,598 "
"$2,690 ",C,4,0.2,516,Lease,72310000,Services - Personal,Beauty shops,1,13,"$8,897 ","$116,891 ",92.93,$424 ,"$1,942 ",8,1,0,0,,,0.76923077,0.08052696,no,0,,0,0,0,0,27352,17869,6049,1206,1986,22,87,512,13169,14183,10567,2.2,"$78,000 ","$19,397 ",22.1,22.2,22.1,NY,5,"Syracuse, NY MSA",Northeast,Middle Atlantic,15102,"$141,513 ","$606,888 ","$40,186 "
"$1,510 ",B,2,0.333333333,631,Lease,58129902,Services - Eating and Drinking,Cafe,2,6,"$37,300 ","$215,479 ",85.24,$584 ,"$1,959 ",1,0,0,0,,,0.83333333,0.16268208,no,0,,0,0,0,0,5191,1594,3461,72,52,4,5,16,2867,2324,1969,1.96,"$263,300 ","$27,500 ",32.3,31.6,33.1,VA,5,"Norfolk-Virginia Beach-Newport News, VA-NC",South,South Atlantic,20129,"$177,830 ","$723,997 ","$35,968 "
"$2,280 ",C,2,0.333333333,492,Own,17110000,Services - Home Improvement,"Plumbing, heating, air-conditioning",8,5,$337 ,"$14,945 ",97.79,$680 ,$479 ,2,0,0,0,,,0.4,0,no,0,,0,1,3,1725,21583,14777,5137,919,443,5,85,442,10382,11201,10734,2.32,"$48,100 ","$23,543 ",34.1,32.7,35.6,MO,6,"St. Louis, MO-IL MSA",Midwest,West North Central,4884,"$35,368 ","$143,497 ","$29,381 "
"$3,830 ",C,4,0.2,487,Own,75340000,Services - Auto Repair & Maintenance,Tire retreading & repair shops,4,14,"$1,700 ","$9,654 ",85.03,"$4,399 ",$177 ,1,0,0,10,7471,3619,0,0.02016422,no,0,,0,0,0,0,11285,7750,2276,1675,19,4,42,1080,5541,5744,5058,2.63,"$62,000 ","$31,193 ",36.6,35,38.5,TX,6,,South,West South Central,3067,"$23,086 ","$82,287 ","$26,830 "
"$2,650 ",B,2,0.333333333,626,Lease,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,0,3,"$5,800 ","$3,615 ",38.4,$0 ,$83 ,1,1,0,0,,,1,1,no,0,,0,0,0,0,13541,9471,3799,197,40,4,29,133,6571,6970,6005,2.45,"$57,400 ","$27,773 ",35.2,32.7,37.7,GA,5,,South,South Atlantic,3844,"$19,448 ","$79,474 ","$20,675 "
"$3,530 ",B,25,0.038461539,672,Lease,73891500,Services - For Businesses,Lettering & sign painting services,1,9,"$32,990 ","$254,659 ",88.53,$0 ,"$2,534 ",0,0,0,0,,,1,0.1495796,no,0,,0,0,0,0,26682,23509,1420,2595,358,12,84,720,13238,13444,11827,2.28,"$118,900 ","$43,883 ",38.7,37.4,40.3,FL,5,"Orlando, FL MSA",South,South Atlantic,19206,"$151,495 ","$686,131 ","$35,725 "
"$3,090 ",B,9,0.1,594,Lease,58120300,Services - Eating and Drinking,"Fast food restaurants, take-out & stands",1,4,"$4,600 ","$28,596 ",86.14,$0 ,$625 ,0,0,0,0,,,1,0.22462841,no,0,,0,0,1,0,33115,19803,5906,1837,5287,71,105,661,15947,17168,18422,1.85,"$1,000,001 ","$54,879 ",35.3,34.7,36,CA,8,"San Francisco-Oakland-San Jose, CA CMSA",West,Pacific,16587,"$175,880 ","$705,121 ","$42,510 "
"$3,160 ",B,2,0.333333333,493,Lease,58120800,Services - Eating and Drinking,Steak & barbecue restaurants,1,8,"$2,000 ","$178,670 ",98.89,"$1,252 ","$1,920 ",16,6,5,0,,,0.5,0.11059125,no,0,,0,1,0,1750,31594,27226,712,1293,1049,308,401,376,15933,15661,12416,2.61,"$133,000 ","$44,692 ",35.2,34.2,36.2,WA,8,"Seattle-Tacoma-Bremerton, WA CMSA",West,Pacific,6261,"$32,718 ","$142,953 ","$22,832 "
"$1,950 ",A,6,0.142857143,620,Lease,54110000,Retail - Food Stores,Groceries,2,13,"$14,212 ","$245,291 ",94.52,$0 ,"$2,276 ",1,0,0,0,,,1,0.04594588,no,0,,0,0,0,0,34155,28292,4671,928,141,16,112,518,16492,17663,13774,2.57,"$123,900 ","$41,749 ",36.9,35.5,38.2,TN,6,"Nashville, TN MSA",South,East South Central,14667,"$95,256 ","$401,533 ","$27,377 "
"$2,290 ",C,9,0.1,609,Own,73130000,Services - For Businesses,"Radio, television, publisher representatives",0,7,"$4,100 ","$22,364 ",84.51,$13 ,$701 ,0,0,0,0,,,0.85714286,0.17247627,no,0,,0,0,0,0,59935,48633,4177,34768,1982,29,72,2751,28201,31734,21535,2.91,"$133,300 ","$52,830 ",33.7,32,35.2,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,19873,"$119,746 ","$506,685 ","$25,496 "
"$3,140 ",C,9,0.1,565,Lease,56510000,Retail - Clothes & Accessories,Family clothing,1,8,"$9,400 ","$12,914 ",57.87,$568 ,$903 ,8,1,5,0,,,0.75,0.61217199,no,0,,0,0,0,0,31394,20605,5925,18622,289,21,76,3114,15594,15800,9890,3.37,"$84,100 ","$30,365 ",27.9,27.4,28.5,FL,5,"Miami-Fort Lauderdale, FL CMSA",South,South Atlantic,1616,"$9,350 ","$40,504 ","$25,064 "
"$3,530 ",B,4,0.2,557,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,5,12,$850 ,"$15,287 ",94.73,"$7,373 ",$354 ,3,0,0,0,,,0.33333333,0.07634301,no,0,,0,0,0,0,49933,36967,3131,5607,6339,41,206,2031,24616,25317,17652,2.88,"$127,500 ","$70,081 ",34,33.4,34.6,TX,6,"Dallas-Fort Worth, TX CMSA",South,West South Central,15439,"$145,549 ","$567,850 ","$36,780 "
"$2,650 ",C,11,0.083333333,588,Mortgage,47290000,Services - Transportation & Storage,Transportation arrangement service,5,7,$500 ,"$1,683 ",77.1,"$1,431 ",$23 ,0,0,0,0,,,0.28571429,0.33068288,no,0,,0,3,0,1968,9379,9145,33,272,23,0,16,62,4619,4760,3577,2.72,"$117,300 ","$52,047 ",36.4,35.8,36.9,IN,6,"Chicago-Gary-Kenosha, IL-IN-WI CMSA",Midwest,East North Central,1122,"$4,734 ","$21,853 ","$19,477 "
"$2,280 ",A,8,0.111111111,783,Own,75320000,Services - Auto Repair & Maintenance,Top & body repair & paint shops,1,11,"$67,500 ","$304,548 ",81.86,$0 ,"$3,440 ",0,0,0,0,,,1,0.00402514,no,0,,0,0,0,0,16291,6885,7823,1089,435,7,66,393,7878,8413,7940,2.31,"$81,800 ","$23,891 ",31,28.8,32.8,NY,5,"Albany-Schenectady-Troy, NY MSA",Northeast,Middle Atlantic,9089,"$63,659 ","$265,754 ","$29,239 "
"$1,860 ",B,2,0.333333333,653,Lease,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,3,2,$450 ,"$21,814 ",97.98,$0 ,$517 ,0,0,0,0,,,1,0.01583402,yes,1,17.1933167,0,0,0,0,44391,31959,2474,15643,177,24,111,6174,22938,21453,15945,2.88,"$138,000 ","$35,044 ",32.5,31.7,33.4,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,27303,"$297,582 ","$1,129,750 ","$41,378 "
"$3,410 ",B,6,0.142857143,518,Lease,58120600,Services - Eating and Drinking,Pizza restaurants,5,12,"$6,300 ","$252,951 ",97.57,"$2,675 ","$3,678 ",22,7,4,0,,,0.66666667,0.07824623,no,0,,0,0,0,0,9677,8964,502,108,27,7,24,29,4683,4994,4435,2.35,"$52,400 ","$31,616 ",39.3,36.5,41.8,IL,6,,Midwest,East North Central,2766,"$13,558 ","$59,589 ","$21,543 "
"$2,740 ",A,9,0.1,598,Mortgage,57120000,"Retail - Furniture, Furnishings & Appliances",Furniture,4,32,"$64,224 ","$362,294 ",84.94,$0 ,"$6,497 ",1,0,0,0,,,1,0.18868611,no,0,,0,0,0,0,4066,3823,35,281,60,1,27,73,2014,2052,1523,2.81,"$151,100 ","$59,508 ",36.7,36.6,36.9,TX,6,"Amarillo, TX MSA",South,West South Central,1532,"$8,929 ","$38,423 ","$25,080 "
"$2,620 ",A,4,0.2,640,Lease,72310000,Services - Personal,Beauty shops,2,8,"$38,260 ","$42,473 ",52.61,$0 ,$908 ,1,0,0,0,,,1,0.71994082,no,0,,0,0,0,0,18168,11278,4826,883,1315,12,64,345,9402,8766,7768,2.5,"$134,600 ","$50,538 ",27.1,26.8,27.4,NC,5,"Charlotte-Gastonia-Rock Hill, NC-SC MSA",South,South Atlantic,38642,"$432,349 ","$1,551,186 ","$40,142 "
"$4,610 ",C,4,0.2,509,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,10,14,"$75,550 ","$376,270 ",83.28,$30 ,"$2,547 ",1,0,0,0,,,0.92857143,0.05944832,no,0,,0,0,0,0,17376,16967,87,415,99,5,43,66,8591,8785,13509,1.82,"$218,100 ","$45,252 ",53,52.4,53.8,FL,5,"Tampa-St. Petersburg-Clearwater, FL MSA",South,South Atlantic,7439,"$55,842 ","$192,289 ","$25,849 "
"$3,030 ",A,7,0.125,511,Lease,58129903,Services - Eating and Drinking,Caterers,6,16,"$70,900 ","$311,921 ",81.48,"$1,820 ","$3,460 ",23,7,17,0,,,0.8125,0.17200421,no,0,,0,0,0,0,34006,31943,700,1014,262,87,132,382,16009,17997,15424,2.29,"$88,600 ","$42,364 ",40.7,38.8,42.4,MO,6,"Kansas City, MO-KS MSA",Midwest,West North Central,13760,"$78,703 ","$329,169 ","$23,922 "
"$3,520 ",B,2,0.333333333,675,Mortgage,79910103,Services - Amusement & Recreation,Spas,0,23,"$327,557 ","$1,448,599 ",81.56,$0 ,"$9,700 ",0,0,0,0,,,1,0.11852374,no,0,,0,0,0,0,30564,19314,4930,4729,1637,32,514,2739,15947,14617,15033,2.05,"$140,300 ","$34,216 ",29.1,29.4,28.8,MN,6,"Minneapolis-St. Paul, MN-WI MSA",Midwest,West North Central,10993,"$88,261 ","$351,031 ","$31,932 "
"$3,010 ",B,13,0.071428571,533,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,0,14,"$59,658 ","$189,989 ",76.1,$159 ,"$1,932 ",3,0,0,0,,,0.92857143,0.09903687,no,0,,0,0,2,0,19110,11622,5572,393,1397,3,24,183,9019,10091,7938,2.47,"$163,500 ","$58,833 ",39.4,37.7,40.7,PA,5,"Philadelphia-Wilmington-Atlantic City, PA-NJ-DE-MD CMSA",Northeast,Middle Atlantic,3939,"$29,102 ","$126,127 ","$32,020 "
"$1,790 ",B,7,0.125,567,Own,72910000,Services - Personal,Tax return service,1,3,"$42,300 ","$223,010 ",84.06,$414 ,"$2,842 ",2,5,0,0,,,0.66666667,0,no,0,,0,0,0,0,11256,10724,48,367,85,3,76,92,5675,5581,4779,2.64,"$173,100 ","$54,622 ",38.6,38,39.2,CO,7,,West,Mountain,2005,"$12,387 ","$52,417 ","$26,143 "
"$3,110 ",A,51,0.019230769,565,Lease,59920000,Retail - Others,Florist,3,5,"$2,600 ","$1,574 ",37.71,$0 ,$106 ,26,9,7,0,,,1,1,no,0,,0,1,9,,35461,22253,615,2791,11146,20,25,600,16569,18892,17446,2.14,"$287,000 ","$58,161 ",41.6,40.2,43.2,NJ,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,15111,"$183,738 ","$683,493 ","$45,231 "
"$2,460 ",B,8,0.111111111,592,Lease,54210000,Retail - Food Stores,Meat & fish markets,3,11,"$3,375 ","$145,878 ",97.74,$0 ,"$1,644 ",6,0,0,0,,,0.72727273,0.02218158,yes,1,10.5725196,0,0,0,0,40935,26699,11571,1656,1017,47,127,650,19666,21269,17220,2.51,"$97,400 ","$42,173 ",31.5,30.7,32.3,GA,5,"Savannah, GA MSA",South,South Atlantic,10911,"$57,510 ","$243,056 ","$22,276 "
"$3,230 ",B,14,0.066666667,499,Lease,58120100,Services - Eating and Drinking,Ethnic food restaurants,2,12,$600 ,"$51,011 ",98.84,"$11,672 ",$554 ,21,6,0,0,,,0.16666667,0,no,0,,0,0,0,0,21732,15591,5850,171,47,3,46,91,10339,11393,10033,2.42,"$72,200 ","$30,832 ",38.3,36.1,40.3,AL,6,,South,East South Central,16349,"$97,106 ","$381,589 ","$23,340 "
"$2,780 ",C,4,0.2,664,Own,73360000,Services - For Businesses,Commercial art & graphic design,14,18,"$805,200 ","$2,291,535 ",74,"$1,957 ","$20,231 ",1,0,0,0,,,0.94444444,0.07519716,no,0,,0,0,0,0,14689,12547,469,1204,827,44,59,260,7326,7363,6735,2.46,"$203,300 ","$70,089 ",35.2,35.2,35.2,NV,8,"Las Vegas, NV-AZ MSA",West,Mountain,4294,"$28,601 ","$119,032 ","$27,721 "
"$1,840 ",C,17,0.055555556,705,Lease,54610000,Retail - Food Stores,Bakeries,0,1,"$1,300 ","$1,184 ",47.67,$0 ,$6 ,0,0,0,0,,,1,1,no,0,,0,0,0,0,32159,28174,1193,2871,1139,13,35,1013,15824,16335,10973,2.93,"$203,000 ","$65,596 ",37.1,35.8,38.3,NY,5,New York-Northern New Jersey-Long Island,Northeast,Middle Atlantic,35281,"$332,455 ","$1,408,975 ","$39,936 "
"$2,630 ",A,3,0.25,552,Lease,72310000,Services - Personal,Beauty shops,2,7,$250 ,"$4,794 ",95.04,"$2,015 ",$236 ,0,0,0,0,,,0.42857143,0.04411765,no,0,,0,0,0,0,22493,13854,301,1571,6506,34,35,526,10878,11615,8866,2.64,"$296,400 ","$76,934 ",34.2,33.1,35.2,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,53801,"$799,405 ","$3,141,592 ","$58,393 "
"$2,980 ",B,6,0.142857143,567,Lease,58120313,Services - Eating and Drinking,Sandwiches & subs shop,10,25,"$311,590 ","$1,291,643 ",80.56,$0 ,"$14,143 ",2,0,0,0,,,1,0.06658863,no,0,,0,0,0,0,15391,13480,1188,1079,206,8,23,246,6932,8459,8173,2.04,"$88,800 ","$41,222 ",49.4,45.5,53.1,FL,5,"West Palm Beach-Boca Raton, FL MSA",South,South Atlantic,13395,"$93,615 ","$381,451 ","$28,477 "
"$2,680 ",B,14,0.066666667,516,Lease,58130100,Services - Eating and Drinking,Bars & lounges,7,4,"$1,700 ","$1,461 ",46.22,"$1,344 ",$5 ,6,3,9,0,,,0.75,1,no,0,,0,1,1,,22497,13386,1738,12216,392,8,103,6049,12111,10386,10749,2.39,"$131,200 ","$37,785 ",32.4,32.4,32.4,TX,6,"Houston-Galveston-Brazoria, TX CMSA",South,West South Central,18236,"$165,985 ","$725,380 ","$39,777 "
"$3,220 ",B,29,0.033333333,578,Lease,58120500,Services - Eating and Drinking,Family restaurants,6,7,"$4,020 ","$43,979 ",91.62,$108 ,$637 ,14,8,10,0,,,0.85714286,0.14056013,no,0,,0,0,0,0,38066,28266,7737,1480,761,23,134,444,18876,19190,15596,2.59,"$92,300 ","$47,825 ",34.8,33.7,35.6,GA,5,"Macon, GA MSA",South,South Atlantic,7891,"$55,297 ","$238,873 ","$30,272 "
"$3,250 ",B,44,0.022222222,622,Lease,75380000,Services - Auto Repair & Maintenance,Automotive general repair shops,9,7,$600 ,"$2,768 ",82.19,$713 ,$39 ,0,0,0,0,,,0.14285714,0.23410405,no,0,,0,0,0,0,68796,33567,1141,50906,3387,130,949,26402,35507,33289,17375,4.04,"$182,700 ","$39,609 ",26.8,26.6,26.9,CA,8,"Los Angeles-Riverside-Orange County, CA",West,Pacific,29152,"$251,633 ","$1,014,257 ","$34,792 "
